S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
CONTIG	NODE_1_length_510758_cov_15.543554	510758	unaligned
CONTIG	NODE_2_length_414031_cov_15.174922	414031	unaligned
CONTIG	NODE_3_length_316005_cov_15.626703	316005	unaligned
CONTIG	NODE_4_length_288529_cov_14.900279	288529	unaligned
CONTIG	NODE_5_length_280012_cov_14.936167	280012	unaligned
1476	1569	235571	235478	gi_552530711_ref_NC_007488.2_	NODE_6_length_235571_cov_14.944891	100.0		True
CONTIG	NODE_6_length_235571_cov_14.944891	235571	correct_unaligned
CONTIG	NODE_7_length_235530_cov_16.373285	235530	unaligned
CONTIG	NODE_8_length_204781_cov_14.907635	204781	unaligned
1476	1568	203023	202931	gi_552530711_ref_NC_007488.2_	NODE_9_length_203023_cov_14.130474	100.0		True
CONTIG	NODE_9_length_203023_cov_14.130474	203023	correct_unaligned
CONTIG	NODE_10_length_170160_cov_14.939965	170160	unaligned
CONTIG	NODE_11_length_152601_cov_15.707930	152601	unaligned
CONTIG	NODE_12_length_142782_cov_15.450252	142782	unaligned
CONTIG	NODE_13_length_130406_cov_15.078143	130406	unaligned
CONTIG	NODE_14_length_127948_cov_14.662250	127948	unaligned
CONTIG	NODE_15_length_119953_cov_15.749116	119953	unaligned
1477	114179	112756	54	gi_552530711_ref_NC_007488.2_	NODE_16_length_112756_cov_25.550944	100.0		True
CONTIG	NODE_16_length_112756_cov_25.550944	112756	correct
CONTIG	NODE_17_length_110551_cov_14.882453	110551	unaligned
CONTIG	NODE_18_length_73526_cov_33.450411	73526	unaligned
CONTIG	NODE_19_length_69982_cov_14.790997	69982	unaligned
CONTIG	NODE_20_length_64811_cov_14.433527	64811	unaligned
CONTIG	NODE_21_length_63538_cov_15.870691	63538	unaligned
CONTIG	NODE_22_length_58339_cov_48.744978	58339	unaligned
CONTIG	NODE_23_length_45010_cov_14.297504	45010	unaligned
CONTIG	NODE_24_length_41044_cov_52.829357	41044	unaligned
CONTIG	NODE_25_length_39718_cov_37.512707	39718	unaligned
CONTIG	NODE_26_length_37292_cov_16.358020	37292	unaligned
CONTIG	NODE_27_length_34211_cov_15.828360	34211	unaligned
CONTIG	NODE_28_length_33005_cov_13.764767	33005	unaligned
CONTIG	NODE_29_length_28281_cov_16.351142	28281	unaligned
CONTIG	NODE_30_length_27671_cov_37.166292	27671	unaligned
1476	1568	26171	26079	gi_552530711_ref_NC_007488.2_	NODE_31_length_26171_cov_32.808536	100.0		True
CONTIG	NODE_31_length_26171_cov_32.808536	26171	correct_unaligned
CONTIG	NODE_32_length_21364_cov_16.085139	21364	unaligned
CONTIG	NODE_33_length_20290_cov_15.007130	20290	unaligned
CONTIG	NODE_34_length_19595_cov_46.152087	19595	unaligned
CONTIG	NODE_35_length_17691_cov_18.450165	17691	unaligned
CONTIG	NODE_36_length_15421_cov_53.438740	15421	unaligned
CONTIG	NODE_37_length_9773_cov_11.862190	9773	unaligned
CONTIG	NODE_38_length_8708_cov_31.821242	8708	unaligned
CONTIG	NODE_39_length_7409_cov_15.123838	7409	unaligned
CONTIG	NODE_40_length_7193_cov_12.896620	7193	unaligned
CONTIG	NODE_41_length_6709_cov_77.320435	6709	unaligned
CONTIG	NODE_42_length_6212_cov_36.922536	6212	unaligned
CONTIG	NODE_43_length_5781_cov_46.665436	5781	unaligned
CONTIG	NODE_44_length_5354_cov_75.059494	5354	unaligned
CONTIG	NODE_45_length_3881_cov_17.741288	3881	unaligned
CONTIG	NODE_46_length_3348_cov_38.870968	3348	unaligned
1477	1568	1	92	gi_552530711_ref_NC_007488.2_	NODE_47_length_2866_cov_39.283448	100.0		True
CONTIG	NODE_47_length_2866_cov_39.283448	2866	correct_unaligned
CONTIG	NODE_48_length_2069_cov_42.846154	2069	unaligned
CONTIG	NODE_49_length_1787_cov_36.120425	1787	unaligned
1	1568	1567	1	gi_552530711_ref_NC_007488.2_	NODE_50_length_1606_cov_160.156642	99.3		True
CONTIG	NODE_50_length_1606_cov_160.156642	1606	correct
CONTIG	NODE_51_length_1484_cov_57.716751	1484	unaligned
CONTIG	NODE_52_length_1399_cov_28.979326	1399	unaligned
CONTIG	NODE_53_length_951_cov_57.925408	951	unaligned
CONTIG	NODE_54_length_905_cov_23.599754	905	unaligned
CONTIG	NODE_55_length_871_cov_33.922879	871	unaligned
CONTIG	NODE_56_length_695_cov_33.162791	695	unaligned
CONTIG	NODE_57_length_542_cov_67.694878	542	unaligned
